Source,Target,Type,weight,book
Janos-Slynt,Samwell-Tarly,Undirected,7,3
Janos-Slynt,Stannis-Baratheon,Undirected,4,3
Janos-Slynt,Tyrion-Lannister,Undirected,5,3
Jarl,Jon-Snow,Undirected,21,3
Jarl,Mance-Rayder,Undirected,8,3
Jarl,Rattleshirt,Undirected,6,3
Jarl,Styr,Undirected,16,3
Jarl,Val,Undirected,5,3
Jarl,Ygritte,Undirected,6,3
Jason-Mallister,Tytos-Blackwood,Undirected,3,3
Jeor-Mormont,Jon-Snow,Undirected,19,3
Jeor-Mormont,Lark,Undirected,3,3
Jeor-Mormont,Othell-Yarwyck,Undirected,3,3
Jeor-Mormont,Qhorin-Halfhand,Undirected,6,3
Jeor-Mormont,Samwell-Tarly,Undirected,23,3
Jeor-Mormont,Small-Paul,Undirected,3,3
Jeor-Mormont,Thoren-Smallwood,Undirected,8,3
Jeor-Mormont,Tyrion-Lannister,Undirected,4,3
Jeyne-Westerling,Lothar-Frey,Undirected,4,3
Jeyne-Westerling,Robb-Stark,Undirected,21,3
Jeyne-Westerling,Walder-Frey,Undirected,5,3
Jhiqui,Jorah-Mormont,Undirected,5,3
Jhiqui,Missandei,Undirected,5,3
Jhogo,Rakharo,Undirected,4,3
Joanna-Lannister,Tywin-Lannister,Undirected,4,3
Joffrey-Baratheon,Jon-Snow,Undirected,4,3
Joffrey-Baratheon,Kevan-Lannister,Undirected,11,3
Joffrey-Baratheon,Loras-Tyrell,Undirected,12,3
Joffrey-Baratheon,Mace-Tyrell,Undirected,10,3
Joffrey-Baratheon,Mance-Rayder,Undirected,5,3
Joffrey-Baratheon,Margaery-Tyrell,Undirected,44,3
Joffrey-Baratheon,Melisandre,Undirected,4,3
Joffrey-Baratheon,Meryn-Trant,Undirected,12,3
Joffrey-Baratheon,Mycah,Undirected,3,3
Joffrey-Baratheon,Myrcella-Baratheon,Undirected,6,3
Joffrey-Baratheon,Oberyn-Martell,Undirected,8,3
Joffrey-Baratheon,Olenna-Redwyne,Undirected,3,3
Joffrey-Baratheon,Osmund-Kettleblack,Undirected,9,3
Joffrey-Baratheon,Paxter-Redwyne,Undirected,5,3
Joffrey-Baratheon,Petyr-Baelish,Undirected,8,3
Joffrey-Baratheon,Polliver,Undirected,6,3
Joffrey-Baratheon,Pycelle,Undirected,9,3
Joffrey-Baratheon,Rafford,Undirected,6,3
Joffrey-Baratheon,Renly-Baratheon,Undirected,5,3
Joffrey-Baratheon,Robb-Stark,Undirected,14,3
Joffrey-Baratheon,Robert-Baratheon,Undirected,9,3
Joffrey-Baratheon,Sandor-Clegane,Undirected,16,3
Joffrey-Baratheon,Sansa-Stark,Undirected,53,3
Joffrey-Baratheon,Selyse-Florent,Undirected,3,3
Joffrey-Baratheon,Shae,Undirected,3,3
Joffrey-Baratheon,Shireen-Baratheon,Undirected,3,3
Joffrey-Baratheon,Stannis-Baratheon,Undirected,17,3
Joffrey-Baratheon,Tickler,Undirected,6,3
Joffrey-Baratheon,Tommen-Baratheon,Undirected,20,3
Joffrey-Baratheon,Tyrion-Lannister,Undirected,95,3
Joffrey-Baratheon,Tywin-Lannister,Undirected,23,3
Joffrey-Baratheon,Varys,Undirected,6,3
Jojen-Reed,Meera-Reed,Undirected,34,3
Jojen-Reed,Samwell-Tarly,Undirected,10,3
Jon-Arryn,Lysa-Arryn,Undirected,4,3
Jon-Arryn,Robert-Arryn,Undirected,3,3
Jon-Arryn,Robert-Baratheon,Undirected,4,3
Jon-Snow,Kegs,Undirected,5,3
Jon-Snow,Mag-Mar-Tun-Doh-Weg,Undirected,3,3
Jon-Snow,Mance-Rayder,Undirected,83,3
Jon-Snow,Melisandre,Undirected,9,3
Jon-Snow,Mully,Undirected,4,3
Jon-Snow,Orell,Undirected,6,3
Jon-Snow,Owen,Undirected,14,3
Jon-Snow,Pypar,Undirected,27,3
Jon-Snow,Qhorin-Halfhand,Undirected,23,3
Jon-Snow,Rattleshirt,Undirected,23,3
Jon-Snow,Robb-Stark,Undirected,12,3
Jon-Snow,Robert-Baratheon,Undirected,5,3
Jon-Snow,Ryk,Undirected,11,3
Jon-Snow,Samwell-Tarly,Undirected,50,3
Jon-Snow,Satin,Undirected,33,3
Jon-Snow,Spare-Boot,Undirected,5,3
Jon-Snow,Stannis-Baratheon,Undirected,12,3
Jon-Snow,Styr,Undirected,40,3
Jon-Snow,Theon-Greyjoy,Undirected,8,3
Jon-Snow,Tormund,Undirected,23,3
Jon-Snow,Val,Undirected,11,3
Jon-Snow,Varamyr,Undirected,7,3
Jon-Snow,Ygritte,Undirected,54,3
Jon-Snow,Zei,Undirected,3,3
Jon-Umber-(Greatjon),Jon-Umber-(Smalljon),Undirected,4,3
Jon-Umber-(Greatjon),Maege-Mormont,Undirected,3,3
Jon-Umber-(Greatjon),Rickard-Karstark,Undirected,7,3
Jon-Umber-(Greatjon),Robb-Stark,Undirected,15,3
Jon-Umber-(Greatjon),Robin-Flint,Undirected,3,3
Jon-Umber-(Greatjon),Walder-Frey,Undirected,4,3
Jon-Umber-(Greatjon),Wendel-Manderly,Undirected,3,3
Jon-Umber-(Smalljon),Robb-Stark,Undirected,5,3
Jonothor-Darry,Lewyn-Martell,Undirected,3,3
Jonothor-Darry,Oswell-Whent,Undirected,3,3
Jorah-Mormont,Mero,Undirected,9,3
Jorah-Mormont,Missandei,Undirected,3,3
Jorah-Mormont,Rhaegar-Targaryen,Undirected,5,3
Joramun,Mance-Rayder,Undirected,3,3
Kegs,Owen,Undirected,5,3
Kegs,Pypar,Undirected,3,3
Kegs,Satin,Undirected,4,3
Kegs,Spare-Boot,Undirected,4,3
Kella,Sansa-Stark,Undirected,3,3
Kevan-Lannister,Lancel-Lannister,Undirected,7,3
Kevan-Lannister,Pycelle,Undirected,3,3
Kevan-Lannister,Sansa-Stark,Undirected,5,3
Kevan-Lannister,Tommen-Baratheon,Undirected,3,3
Kevan-Lannister,Tyrion-Lannister,Undirected,11,3
Kevan-Lannister,Tywin-Lannister,Undirected,15,3
Kevan-Lannister,Varys,Undirected,5,3
Kevan-Lannister,Willem-Lannister,Undirected,3,3
Khorane-Sathmantes,Salladhor-Saan,Undirected,4,3
Khorane-Sathmantes,Stannis-Baratheon,Undirected,3,3
Lamprey,Porridge,Undirected,3,3
Lark,Samwell-Tarly,Undirected,3,3
Lark,Small-Paul,Undirected,8,3
Lark,Softfoot,Undirected,3,3
Lem,Sandor-Clegane,Undirected,5,3
Lem,Sharna,Undirected,3,3
Lem,Tansy,Undirected,3,3
Lem,Thoros-of-Myr,Undirected,13,3
Lem,Tom-of-Sevenstreams,Undirected,21,3
Lewyn-Martell,Oswell-Whent,Undirected,3,3
Lollys-Stokeworth,Shae,Undirected,5,3
Lollys-Stokeworth,Symon-Silver-Tongue,Undirected,3,3
Lollys-Stokeworth,Tanda-Stokeworth,Undirected,7,3
Lollys-Stokeworth,Tyrion-Lannister,Undirected,8,3
Lollys-Stokeworth,Varys,Undirected,5,3
Loras-Tyrell,Margaery-Tyrell,Undirected,10,3
Loras-Tyrell,Olenna-Redwyne,Undirected,5,3
Loras-Tyrell,Osmund-Kettleblack,Undirected,4,3
Loras-Tyrell,Renly-Baratheon,Undirected,8,3
Loras-Tyrell,Sansa-Stark,Undirected,13,3
Loras-Tyrell,Tyrion-Lannister,Undirected,10,3
Loras-Tyrell,Willas-Tyrell,Undirected,4,3
Lothar-Frey,Marq-Piper,Undirected,3,3
Lothar-Frey,Merrett-Frey,Undirected,3,3
Lothar-Frey,Robb-Stark,Undirected,12,3
Lothar-Frey,Roose-Bolton,Undirected,3,3
Lothar-Frey,Roslin-Frey,Undirected,4,3
Lothar-Frey,Walder-Frey,Undirected,6,3
Lothar-Frey,Walder-Rivers,Undirected,3,3
Lothor-Brune,Petyr-Baelish,Undirected,5,3
Lothor-Brune,Sansa-Stark,Undirected,6,3
Luwin,Nan,Undirected,5,3
Lysa-Arryn,Marillion,Undirected,10,3
Lysa-Arryn,Mathis-Rowan,Undirected,3,3
Lysa-Arryn,Petyr-Baelish,Undirected,29,3
Lysa-Arryn,Robert-Arryn,Undirected,7,3
Lysa-Arryn,Robert-Baratheon,Undirected,3,3
Lysa-Arryn,Sansa-Stark,Undirected,35,3
Lysa-Arryn,Tansy,Undirected,3,3
Lysa-Arryn,Tyrion-Lannister,Undirected,6,3
Lysa-Arryn,Tywin-Lannister,Undirected,4,3
Mace-Tyrell,Margaery-Tyrell,Undirected,5,3
Mace-Tyrell,Oberyn-Martell,Undirected,15,3
Mace-Tyrell,Olenna-Redwyne,Undirected,3,3
Mace-Tyrell,Paxter-Redwyne,Undirected,4,3
Mace-Tyrell,Sansa-Stark,Undirected,9,3
Mace-Tyrell,Stannis-Baratheon,Undirected,5,3
Mace-Tyrell,Tyrion-Lannister,Undirected,15,3
Mace-Tyrell,Tywin-Lannister,Undirected,10,3
Mace-Tyrell,Willas-Tyrell,Undirected,4,3
Maege-Mormont,Robb-Stark,Undirected,3,3
Maegor-I-Targaryen,Varys,Undirected,3,3
Mallador-Locke,Thoren-Smallwood,Undirected,4,3
Mance-Rayder,Pypar,Undirected,4,3
Mance-Rayder,Qhorin-Halfhand,Undirected,9,3
Mance-Rayder,Rattleshirt,Undirected,12,3
Mance-Rayder,Samwell-Tarly,Undirected,10,3
Mance-Rayder,Styr,Undirected,14,3
Mance-Rayder,Thoren-Smallwood,Undirected,4,3
Mance-Rayder,Tormund,Undirected,20,3
Mance-Rayder,Val,Undirected,8,3
Mance-Rayder,Varamyr,Undirected,6,3
Mance-Rayder,Ygritte,Undirected,14,3
Mandon-Moore,Tyrion-Lannister,Undirected,3,3
Mandon-Moore,Varys,Undirected,3,3
Margaery-Tyrell,Olenna-Redwyne,Undirected,4,3
Margaery-Tyrell,Renly-Baratheon,Undirected,6,3
Margaery-Tyrell,Sansa-Stark,Undirected,34,3
Margaery-Tyrell,Tommen-Baratheon,Undirected,5,3
Margaery-Tyrell,Tyrion-Lannister,Undirected,10,3
Margaery-Tyrell,Willas-Tyrell,Undirected,5,3
Marillion,Robert-Arryn,Undirected,3,3
Marillion,Sansa-Stark,Undirected,12,3
Marq-Piper,Robb-Stark,Undirected,3,3
Martyn-Lannister,Tywin-Lannister,Undirected,3,3
Martyn-Lannister,Willem-Lannister,Undirected,3,3
Mathis-Rowan,Paxter-Redwyne,Undirected,8,3
Meera-Reed,Samwell-Tarly,Undirected,5,3
Megga-Tyrell,Sansa-Stark,Undirected,6,3
Melisandre,Salladhor-Saan,Undirected,6,3
Melisandre,Samwell-Tarly,Undirected,7,3
Melisandre,Selyse-Florent,Undirected,9,3
Melisandre,Stannis-Baratheon,Undirected,38,3
Merrett-Frey,Petyr-Baelish,Undirected,3,3
Meryn-Trant,Osmund-Kettleblack,Undirected,4,3
Meryn-Trant,Polliver,Undirected,5,3
Meryn-Trant,Rafford,Undirected,6,3
Meryn-Trant,Sandor-Clegane,Undirected,5,3
Meryn-Trant,Sansa-Stark,Undirected,3,3
Meryn-Trant,Tickler,Undirected,6,3
Meryn-Trant,Tyrion-Lannister,Undirected,5,3
Mordane,Sansa-Stark,Undirected,4,3
Mully,Owen,Undirected,3,3
Mully,Satin,Undirected,4,3
Mully,Spare-Boot,Undirected,3,3
Munda,Tormund,Undirected,4,3
Mycah,Sandor-Clegane,Undirected,6,3
Myrcella-Baratheon,Sansa-Stark,Undirected,4,3
Myrcella-Baratheon,Tommen-Baratheon,Undirected,7,3
Myrcella-Baratheon,Tyrion-Lannister,Undirected,4,3
Nage,Walton,Undirected,3,3
Oberyn-Martell,Sansa-Stark,Undirected,3,3
Oberyn-Martell,Tyrion-Lannister,Undirected,41,3
Oberyn-Martell,Tywin-Lannister,Undirected,9,3
Oberyn-Martell,Viserys-Targaryen,Undirected,4,3
Olenna-Redwyne,Sansa-Stark,Undirected,12,3
Olenna-Redwyne,Tyrion-Lannister,Undirected,3,3
Olyvar-Frey,Robb-Stark,Undirected,8,3
Olyvar-Frey,Ryman-Frey,Undirected,4,3
Orell,Ygritte,Undirected,3,3
Osmund-Kettleblack,Sansa-Stark,Undirected,4,3
Osmund-Kettleblack,Tyrion-Lannister,Undirected,5,3
Oswell-Kettleblack,Petyr-Baelish,Undirected,4,3
Oswell-Kettleblack,Sansa-Stark,Undirected,5,3
Othell-Yarwyck,Pypar,Undirected,3,3
Ottyn-Wythers,Thoren-Smallwood,Undirected,6,3
Owen,Pypar,Undirected,4,3
Owen,Robert-Baratheon,Undirected,3,3
Owen,Satin,Undirected,4,3
Owen,Spare-Boot,Undirected,4,3
Patchface,Shireen-Baratheon,Undirected,3,3
Paxter-Redwyne,Tyrion-Lannister,Undirected,4,3
Perwyn-Frey,Robb-Stark,Undirected,3,3
Petyr-Baelish,Robb-Stark,Undirected,6,3
Petyr-Baelish,Robert-Arryn,Undirected,4,3
Petyr-Baelish,Roose-Bolton,Undirected,3,3
Petyr-Baelish,Sansa-Stark,Undirected,31,3
Petyr-Baelish,Tyrion-Lannister,Undirected,14,3
Petyr-Baelish,Tywin-Lannister,Undirected,5,3
Petyr-Baelish,Yohn-Royce,Undirected,3,3
Petyr-Frey,Ryman-Frey,Undirected,4,3
Petyr-Frey,Walder-Frey,Undirected,4,3
Podrick-Payne,Sansa-Stark,Undirected,7,3
Podrick-Payne,Tyrion-Lannister,Undirected,27,3
Podrick-Payne,Tywin-Lannister,Undirected,4,3
Polliver,Rafford,Undirected,10,3
Polliver,Sandor-Clegane,Undirected,19,3
Polliver,Sansa-Stark,Undirected,3,3
Polliver,Tickler,Undirected,16,3
Prendahl-na-Ghezn,Sallor,Undirected,6,3
Pycelle,Tyrion-Lannister,Undirected,12,3
Pycelle,Tywin-Lannister,Undirected,5,3
Pycelle,Varys,Undirected,5,3
Pylos,Shireen-Baratheon,Undirected,4,3
Pylos,Stannis-Baratheon,Undirected,4,3
Pypar,Samwell-Tarly,Undirected,15,3
Pypar,Satin,Undirected,4,3
Qhorin-Halfhand,Ragwyle,Undirected,3,3
Qhorin-Halfhand,Rattleshirt,Undirected,7,3
Qhorin-Halfhand,Samwell-Tarly,Undirected,3,3
Qhorin-Halfhand,Ygritte,Undirected,5,3
Qyburn,Roose-Bolton,Undirected,3,3
Qyburn,Walton,Undirected,4,3
Rafford,Sandor-Clegane,Undirected,7,3
Rafford,Tickler,Undirected,10,3
Ramsay-Snow,Robb-Stark,Undirected,4,3
Ramsay-Snow,Roose-Bolton,Undirected,4,3
Randyll-Tarly,Robett-Glover,Undirected,3,3
Rattleshirt,Ryk,Undirected,4,3
Rattleshirt,Styr,Undirected,8,3
Rattleshirt,Tormund,Undirected,5,3
Rattleshirt,Weeper,Undirected,5,3
Rattleshirt,Ygritte,Undirected,11,3
Raynald-Westerling,Robb-Stark,Undirected,8,3
Raynald-Westerling,Rollam-Westerling,Undirected,3,3
Renly-Baratheon,Robert-Baratheon,Undirected,4,3
Renly-Baratheon,Sansa-Stark,Undirected,4,3
Renly-Baratheon,Stannis-Baratheon,Undirected,17,3
Renly-Baratheon,Tyrion-Lannister,Undirected,5,3
Renly-Baratheon,Varys,Undirected,4,3
Rhaegar-Targaryen,Rhaella-Targaryen,Undirected,3,3
Rhaegar-Targaryen,Robert-Baratheon,Undirected,8,3
Rhaegar-Targaryen,Viserys-Targaryen,Undirected,7,3
Rhaella-Targaryen,Viserys-Targaryen,Undirected,3,3
Rickard-Karstark,Robb-Stark,Undirected,16,3
Rickon-Stark,Robb-Stark,Undirected,13,3
Rickon-Stark,Sansa-Stark,Undirected,7,3
Rickon-Stark,Theon-Greyjoy,Undirected,8,3
Robb-Stark,Robin-Flint,Undirected,3,3
Robb-Stark,Rollam-Westerling,Undirected,4,3
Robb-Stark,Rolph-Spicer,Undirected,5,3
Robb-Stark,Roose-Bolton,Undirected,11,3
Robb-Stark,Roslin-Frey,Undirected,4,3
Robb-Stark,Ryman-Frey,Undirected,8,3
Robb-Stark,Sansa-Stark,Undirected,17,3
Robb-Stark,Stannis-Baratheon,Undirected,4,3
Robb-Stark,Stevron-Frey,Undirected,4,3
Robb-Stark,Sybell-Spicer,Undirected,3,3
Robb-Stark,Theon-Greyjoy,Undirected,11,3
Robb-Stark,Tristifer-IV-Mudd,Undirected,3,3
Robb-Stark,Tyrion-Lannister,Undirected,15,3
Robb-Stark,Tywin-Lannister,Undirected,15,3
Robb-Stark,Utherydes-Wayn,Undirected,3,3
Robb-Stark,Walder-Frey,Undirected,27,3
Robb-Stark,Walder-Rivers,Undirected,4,3
Robb-Stark,Willem-Lannister,Undirected,3,3
Robert-Arryn,Sansa-Stark,Undirected,9,3
Robert-Baratheon,Sandor-Clegane,Undirected,5,3
Robert-Baratheon,Sansa-Stark,Undirected,3,3
Robert-Baratheon,Stannis-Baratheon,Undirected,7,3
Robert-Baratheon,Thoros-of-Myr,Undirected,6,3
Robert-Baratheon,Tyrion-Lannister,Undirected,8,3
Robert-Baratheon,Tywin-Lannister,Undirected,9,3
Robert-Baratheon,Varys,Undirected,4,3
Robert-Baratheon,Viserys-Targaryen,Undirected,6,3
Robin-Flint,Wendel-Manderly,Undirected,3,3
Roose-Bolton,Ryman-Frey,Undirected,3,3
Roose-Bolton,Tyrion-Lannister,Undirected,6,3
Roose-Bolton,Tywin-Lannister,Undirected,4,3
Roose-Bolton,Vargo-Hoat,Undirected,6,3
Roose-Bolton,Walton,Undirected,6,3
Rorge,Shagwell,Undirected,4,3
Rorge,Vargo-Hoat,Undirected,3,3
Rorge,Zollo,Undirected,5,3
Roslin-Frey,Walder-Frey,Undirected,6,3
Ryk,Tormund,Undirected,6,3
Ryk,Ygritte,Undirected,8,3
Ryman-Frey,Stevron-Frey,Undirected,4,3
Salladhor-Saan,Stannis-Baratheon,Undirected,6,3
Samwell-Tarly,Small-Paul,Undirected,19,3
Samwell-Tarly,Stannis-Baratheon,Undirected,18,3
Sandor-Clegane,Sansa-Stark,Undirected,8,3
Sandor-Clegane,Thoros-of-Myr,Undirected,13,3
Sandor-Clegane,Tickler,Undirected,14,3
Sandor-Clegane,Tyrion-Lannister,Undirected,4,3
Sansa-Stark,Shae,Undirected,8,3
Sansa-Stark,Tanda-Stokeworth,Undirected,3,3
Sansa-Stark,Tommen-Baratheon,Undirected,3,3
Sansa-Stark,Tyrion-Lannister,Undirected,78,3
Sansa-Stark,Tysha,Undirected,3,3
Sansa-Stark,Tywin-Lannister,Undirected,3,3
Sansa-Stark,Varys,Undirected,4,3
Sansa-Stark,Willas-Tyrell,Undirected,5,3
Satin,Spare-Boot,Undirected,4,3
Selyse-Florent,Stannis-Baratheon,Undirected,12,3
Shae,Symon-Silver-Tongue,Undirected,3,3
Shae,Tanda-Stokeworth,Undirected,3,3
Shae,Tyrion-Lannister,Undirected,23,3
Shae,Varys,Undirected,11,3
Sharna,Tom-of-Sevenstreams,Undirected,3,3
Shireen-Baratheon,Stannis-Baratheon,Undirected,3,3
Shireen-Baratheon,Tommen-Baratheon,Undirected,3,3
Simon-Toyne,Smiling-Knight,Undirected,3,3
Stannis-Baratheon,Tommen-Baratheon,Undirected,3,3
Stannis-Baratheon,Tyrion-Lannister,Undirected,7,3
Stannis-Baratheon,Tywin-Lannister,Undirected,15,3
Styr,Tormund,Undirected,5,3
Styr,Ygritte,Undirected,9,3
Symon-Silver-Tongue,Tyrion-Lannister,Undirected,7,3
Tanda-Stokeworth,Tyrion-Lannister,Undirected,5,3
Tansy,Tom-of-Sevenstreams,Undirected,3,3
Tion-Frey,Willem-Lannister,Undirected,6,3
Tommen-Baratheon,Tyrion-Lannister,Undirected,8,3
Tommen-Baratheon,Tywin-Lannister,Undirected,5,3
Tormund,Ygritte,Undirected,11,3
Tyrion-Lannister,Tysha,Undirected,3,3
Tyrion-Lannister,Tywin-Lannister,Undirected,44,3
Tyrion-Lannister,Varys,Undirected,27,3
Tyrion-Lannister,Viserys-Targaryen,Undirected,4,3
Tyrion-Lannister,Willas-Tyrell,Undirected,5,3
Tywin-Lannister,Varys,Undirected,5,3
Tywin-Lannister,Walder-Frey,Undirected,4,3
Vargo-Hoat,Zollo,Undirected,3,3Source,Target,Type,weight,book
Addam-Marbrand,Brynden-Tully,undirected,3,4
Addam-Marbrand,Cersei-Lannister,undirected,3,4
Addam-Marbrand,Jaime-Lannister,undirected,8,4
Addam-Marbrand,Lyle-Crakehall,undirected,4,4
Aegon-Targaryen-(son-of-Rhaegar),Rhaegar-Targaryen,undirected,3,4
Aegon-V-Targaryen,Aemon-Targaryen-(Maester-Aemon),undirected,3,4
Aemon-Targaryen-(Maester-Aemon),Alleras,undirected,4,4
Aemon-Targaryen-(Maester-Aemon),Clydas,undirected,5,4
Aemon-Targaryen-(Maester-Aemon),Dareon,undirected,5,4
Aemon-Targaryen-(Maester-Aemon),Gilly,undirected,17,4
Aemon-Targaryen-(Maester-Aemon),Jon-Snow,undirected,17,4
Aemon-Targaryen-(Maester-Aemon),Samwell-Tarly,undirected,41,4
Aeron-Greyjoy,Asha-Greyjoy,undirected,7,4
Aeron-Greyjoy,Baelor-Blacktyde,undirected,4,4
Aeron-Greyjoy,Balon-Greyjoy,undirected,17,4
Aeron-Greyjoy,Dunstan-Drumm,undirected,4,4
Aeron-Greyjoy,Emmond,undirected,4,4
Aeron-Greyjoy,Euron-Greyjoy,undirected,23,4
Aeron-Greyjoy,Gormond-Goodbrother,undirected,6,4
Aeron-Greyjoy,Gorold-Goodbrother,undirected,10,4
Aeron-Greyjoy,Greydon-Goodbrother,undirected,4,4
Aeron-Greyjoy,Meldred-Merlyn,undirected,7,4
Aeron-Greyjoy,Murenmure,undirected,11,4
Aeron-Greyjoy,Rus,undirected,5,4
Aeron-Greyjoy,Theon-Greyjoy,undirected,3,4
Aeron-Greyjoy,Victarion-Greyjoy,undirected,17,4
Aerys-II-Targaryen,Barristan-Selmy,undirected,4,4
Aerys-II-Targaryen,Cersei-Lannister,undirected,3,4
Aerys-II-Targaryen,Denys-Darklyn,undirected,4,4
Aerys-II-Targaryen,Elbert-Arryn,undirected,3,4
Aerys-II-Targaryen,Jaime-Lannister,undirected,6,4
Aerys-II-Targaryen,Owen-Merryweather,undirected,3,4
Aerys-II-Targaryen,Rhaegar-Targaryen,undirected,5,4
Aerys-II-Targaryen,Robert-Baratheon,undirected,3,4
Aerys-II-Targaryen,Tywin-Lannister,undirected,10,4
Alla-Tyrell,Elinor-Tyrell,undirected,8,4
Alla-Tyrell,Margaery-Tyrell,undirected,7,4
Alla-Tyrell,Megga-Tyrell,undirected,10,4
Alla-Tyrell,Osney-Kettleblack,undirected,3,4
Alleras,Armen,undirected,5,4
Alleras,Leo-Tyrell,undirected,7,4
Alleras,Marwyn,undirected,3,4
Alleras,Mollander,undirected,7,4
Alleras,Pate-(novice),undirected,8,4
Alleras,Roone,undirected,6,4
Alleras,Samwell-Tarly,undirected,8,4
Alys-Arryn,Elys-Waynwood,undirected,4,4
Alys-Arryn,Jon-Arryn,undirected,3,4
Amerei-Frey,Jaime-Lannister,undirected,6,4
Amerei-Frey,Lancel-Lannister,undirected,10,4
Amerei-Frey,Lyle-Crakehall,undirected,4,4
Anders-Yronwood,Quentyn-Martell,undirected,4,4
Andrey-Dalt,Arianne-Martell,undirected,10,4
Andrey-Dalt,Garin-(orphan),undirected,11,4
Andrey-Dalt,Myrcella-Baratheon,undirected,4,4
Andrey-Dalt,Sylva-Santagar,undirected,8,4
Andrey-Dalt,Tyene-Sand,undirected,4,4
Anya-Waynwood,Benedar-Belmore,undirected,4,4
Anya-Waynwood,Gilwood-Hunter,undirected,6,4
Anya-Waynwood,Harrold-Hardyng,undirected,6,4
Anya-Waynwood,Horton-Redfort,undirected,7,4
Anya-Waynwood,Petyr-Baelish,undirected,10,4
Anya-Waynwood,Symond-Templeton,undirected,6,4
Anya-Waynwood,Yohn-Royce,undirected,5,4
Areo-Hotah,Arianne-Martell,undirected,17,4
Areo-Hotah,Arys-Oakheart,undirected,7,4
Areo-Hotah,Caleotte,undirected,7,4
Areo-Hotah,Doran-Martell,undirected,32,4
Areo-Hotah,Myrcella-Baratheon,undirected,5,4
Areo-Hotah,Obara-Sand,undirected,7,4
Areo-Hotah,Oberyn-Martell,undirected,3,4
Arianne-Martell,Arys-Oakheart,undirected,19,4
Arianne-Martell,Cedra,undirected,8,4
Arianne-Martell,Doran-Martell,undirected,15,4
Arianne-Martell,Franklyn-Fowler,undirected,3,4
Arianne-Martell,Garin-(orphan),undirected,18,4
Arianne-Martell,Gerold-Dayne,undirected,11,4
Arianne-Martell,Mellei,undirected,3,4
Arianne-Martell,Morra,undirected,3,4
Arianne-Martell,Myrcella-Baratheon,undirected,12,4
Arianne-Martell,Oberyn-Martell,undirected,3,4
Arianne-Martell,Quentyn-Martell,undirected,8,4
Arianne-Martell,Ricasso,undirected,3,4
Arianne-Martell,Sylva-Santagar,undirected,10,4
Arianne-Martell,Timoth,undirected,3,4
Arianne-Martell,Tyene-Sand,undirected,4,4
Armen,Leo-Tyrell,undirected,3,4
Armen,Marwyn,undirected,3,4
Armen,Mollander,undirected,3,4
Armen,Pate-(novice),undirected,5,4
Armen,Roone,undirected,4,4
Arya-Stark,Bellegere-Otherys,undirected,3,4
Arya-Stark,Brea,undirected,5,4
Arya-Stark,Brusco,undirected,6,4
Arya-Stark,Dareon,undirected,5,4
Arya-Stark,Denyo-Terys,undirected,8,4
Arya-Stark,Kindly-Man,undirected,13,4
Arya-Stark,Meralyn,undirected,9,4
Arya-Stark,Nan,undirected,5,4
Arya-Stark,Sandor-Clegane,undirected,3,4
Arya-Stark,Sansa-Stark,undirected,4,4
Arya-Stark,Syrio-Forel,undirected,4,4
Arya-Stark,Talea,undirected,4,4
Arya-Stark,Ternesio-Terys,undirected,5,4
Arya-Stark,Umma,undirected,6,4
Arya-Stark,Waif,undirected,17,4
Arya-Stark,Yorko-Terys,undirected,6,4
Arys-Oakheart,Doran-Martell,undirected,3,4
Arys-Oakheart,Garin-(orphan),undirected,3,4
Arys-Oakheart,Gerold-Dayne,undirected,3,4
Arys-Oakheart,Myrcella-Baratheon,undirected,18,4
Asha-Greyjoy,Balon-Greyjoy,undirected,12,4
Asha-Greyjoy,Euron-Greyjoy,undirected,19,4
Asha-Greyjoy,Red-Oarsman,undirected,3,4
Asha-Greyjoy,Rodrik-Harlaw,undirected,7,4
Asha-Greyjoy,Theon-Greyjoy,undirected,6,4
Asha-Greyjoy,Tristifer-Botley,undirected,4,4
Asha-Greyjoy,Victarion-Greyjoy,undirected,10,4
Aurane-Waters,Cersei-Lannister,undirected,9,4
Aurane-Waters,Gyles-Rosby,undirected,3,4
Aurane-Waters,Harys-Swyft,undirected,5,4
Aurane-Waters,Loras-Tyrell,undirected,3,4
Aurane-Waters,Margaery-Tyrell,undirected,5,4
Aurane-Waters,Orton-Merryweather,undirected,3,4
Aurane-Waters,Paxter-Redwyne,undirected,3,4
Aurane-Waters,Stannis-Baratheon,undirected,3,4
Aurane-Waters,Tommen-Baratheon,undirected,3,4
Baelor-Blacktyde,Balon-Greyjoy,undirected,3,4
Baelor-Blacktyde,Euron-Greyjoy,undirected,4,4
Baelor-Blacktyde,Victarion-Greyjoy,undirected,4,4
Baelor-I-Targaryen,Cersei-Lannister,undirected,5,4
Balman-Byrch,Bronn,undirected,7,4
Balman-Byrch,Cersei-Lannister,undirected,7,4
Balman-Byrch,Falyse-Stokeworth,undirected,10,4
Balon-Greyjoy,Euron-Greyjoy,undirected,20,4
Balon-Greyjoy,Stannis-Baratheon,undirected,4,4
Balon-Greyjoy,Victarion-Greyjoy,undirected,13,4
Balon-Swann,Gregor-Clegane,undirected,3,4
Balon-Swann,Jaime-Lannister,undirected,3,4
Balon-Swann,Loras-Tyrell,undirected,4,4
Benedar-Belmore,Gilwood-Hunter,undirected,3,4
Benedar-Belmore,Horton-Redfort,undirected,5,4
